city,county,lat,lon,temperature,humidity,coludiness,wind_speed
mnogovershinnyy,Russian Federation,55.22193954771598,141.21426938046488,33,93,100,2.54
vestmannaeyjar,Iceland,58.851751161678465,-21.83711030836818,49,90,97,9.59
novopokrovka,Russian Federation,46.0463101818882,134.6839532099662,42,75,75,3.0
tilichiki,Russian Federation,60.53430773808577,168.3529603692138,37,91,100,17.67
sao joao da barra,Brazil,-27.60140060662951,-30.168321015375966,75,83,40,8.2
hami,China,44.28910738933246,96.25091458611683,54,19,0,1.34
longjiang,China,47.03599971625877,123.25354669775442,48,40,100,2.24
waiuku,New Zealand,-37.70049561234914,174.04593857592118,60,82,100,6.2
pringsewu,Indonesia,-5.720595598074269,103.21672844652704,70,93,100,0.61
lagos,Portugal,35.67563132561955,-10.060169771801412,77,94,40,1.5
knokke-heist,Belgium,51.537634602421406,3.361592048767079,57,93,82,5.1
rio gallegos,Argentina,-51.207026009453905,-66.3021048125832,51,27,75,13.9
kiunga,Papua New Guinea,-5.0538571832685335,138.40018714338152,72,99,100,0.83
agirish,Russian Federation,61.87613407945628,63.109783988368804,38,72,100,1.05
north bend,United States of America,43.765027388133774,-127.99392379823772,69,60,1,5.7
solnechnyy,Russian Federation,59.799572497867416,139.5216066320708,42,72,100,2.14
ningxiang,China,28.34590372749824,112.56012134700666,62,93,90,4.0
tabriz,Iran (Islamic Republic of),38.41154539831402,46.607418846753546,64,36,0,3.1
koupela,Burkina Faso,12.495391819851008,-0.2957782601671397,78,81,72,0.31
bacolod,Philippines,9.368462491169069,127.84954001684673,78,87,39,4.98
aswan,Egypt,21.87411459406171,33.782005900801124,85,14,62,3.59
kyren,Russian Federation,51.73394831564366,101.6380923520465,24,95,100,1.46
aden,Yemen,11.778861484559215,46.56826711911336,86,63,0,2.58
teresina,Brazil,-4.8389780679753756,-42.81555770486608,93,38,0,2.1
bethel,United States of America,47.83334503908978,-168.04131744513177,42,75,75,4.1
vyartsilya,Russian Federation,62.669731678942384,30.808189277433513,29,99,57,0.31
bonavista,Canada,51.30380541060032,-52.91101060582021,46,79,33,0.51
pula,Croatia,44.50440367018663,13.54519331575682,87,55,20,2.6
ashqelon,Israel,32.222374778756844,33.76451043962766,75,64,20,1.5
vagur,Faroe Islands,59.89372891836547,-7.424035806118582,50,86,95,15.49
phalodi,India,27.68710221427139,71.9503894353011,81,43,93,1.11
najran,Saudi Arabia,19.79331954485687,47.37727533057057,78,26,0,1.0
tezu,India,29.035025197341724,99.00458274397425,71,77,86,1.42
jaca,Spain,42.67253704267492,-0.6706623423258691,60,51,100,8.2
broken hill,Australia,-27.16337939099038,142.19177947194015,57,67,28,3.6
palauig,Philippines,15.155710096193388,116.7409397879594,82,76,0,1.47
luwuk,Indonesia,-0.8955590017088042,124.78050907811684,62,97,98,1.84
sola,Vanuatu,-12.038437794162192,168.79827730424932,74,48,99,5.11
berdigestyakh,Russian Federation,61.490037070966395,124.56018638238027,27,95,100,2.68
rawson,Argentina,-49.61511262368412,-55.60128359107094,73,25,75,10.3
maceio,Brazil,-14.271612679897842,-31.12280713660695,75,83,20,4.1
verkhoyansk,Russian Federation,67.85057071041894,132.66318405154544,17,61,100,1.02
merauke,Indonesia,-8.42531786911259,138.74173230821555,79,83,68,8.63
soyo,Angola,-7.522447245289399,11.271516034370165,78,83,100,6.67
khuzhir,Russian Federation,54.28610544036516,107.55278117695894,23,97,91,3.21
channel-port aux basques,Canada,48.325966289637535,-59.958637045614324,49,81,59,5.3
goderich,Sierra Leone,2.6121232196464916,-20.77608285317902,64,64,0,6.71
lazaro cardenas,Mexico,14.59474808976168,-103.87396661690828,84,39,40,2.1
dingle,Ireland,49.344615558575356,-15.901308323413048,74,92,49,3.18
alyangula,Australia,-14.215372096656552,138.75250163311392,62,100,0,0.5
akdepe,Turkmenistan,41.76582707412777,57.086374437241545,53,46,0,4.1
coihaique,Chile,-49.904915079627685,-81.67257935422151,50,61,75,3.1
bardejov,Slovakia,49.292524066050845,21.205473008318705,37,86,0,3.6
hobyo,Somalia,3.045277606787039,50.96300835236514,80,69,100,7.8
miri,Malaysia,5.6293833274351215,112.73468460219249,71,91,100,1.36
riyadh,Saudi Arabia,22.913977328233855,44.91561723346706,86,30,0,1.0
xining,China,34.17868937472865,99.45909338158566,36,94,100,0.82
karpathos,Greece,34.15567942623193,28.049798160511784,69,77,0,2.1
tangjiazhuang,China,40.20230078447801,118.77714827967617,51,69,100,1.13
kavaratti,India,10.370785998988552,67.05296848300577,82,72,71,1.88
meulaboh,Indonesia,-4.556520446398395,88.73778031512165,78,84,100,4.09
kargasok,Russian Federation,59.92803900076888,81.22839236674145,47,95,29,2.62
katsuura,Japan,32.329706973392405,143.57818727837542,60,93,20,2.6
chifeng,China,44.9693171923839,118.94356163236841,39,41,0,2.76
makakilo city,United States of America,11.480519099596535,-162.3704327930822,87,69,40,4.6
tevaitoa,French Polynesia,-18.738732964211522,-152.03213951431695,76,84,100,8.67
moose factory,Canada,52.42736926054965,-79.52850975588792,53,66,75,11.3
lavrentiya,Russian Federation,71.45344625613669,-171.16386631985318,28,90,60,2.34
kabare,Congo (Democratic Republic of the),-1.6804467208843192,27.91077319605509,55,97,75,0.23
pokosnoye,Russian Federation,55.630922118021886,101.4913640126739,30,90,100,2.18
nikolayevsk-na-amure,Russian Federation,53.27353630075268,141.7008234782134,34,95,100,1.28
lang son,Viet Nam,22.267552959166153,107.17395735082567,69,86,9,0.92
havre-saint-pierre,Canada,51.22699964257649,-61.23013071524855,44,81,75,1.5
leh,India,33.81460369727837,81.09956335944179,32,40,100,1.03
teguldet,Russian Federation,56.78148815992907,88.13012331981258,46,98,43,2.43
petrivka,Ukraine,45.37189202984345,34.16628079716659,51,76,0,2.0
daru,Papua New Guinea,-11.347803860602454,143.35533776120838,75,93,100,3.84
severnoye,Russian Federation,56.06556193959142,77.95254931581701,50,44,100,5.2
eyl,Somalia,6.963246746529805,50.76383876645846,79,71,100,8.25
aklavik,Canada,69.3995488924626,-137.02988800075548,35,59,75,4.6
beringovskiy,Russian Federation,60.47481712474419,179.41525953455942,32,74,100,5.7
aconibe,Equatorial Guinea,1.2167930212484777,11.112824771708034,67,99,100,0.9
waingapu,Indonesia,-13.148854931953736,120.99418957413286,68,91,11,2.62
monkey bay,Malawi,-14.25378766951762,34.99909041198322,78,58,47,1.05
mantua,Cuba,23.375382002002482,-84.42423574827946,60,63,75,2.6
bolshaya sosnova,Russian Federation,57.612945379213016,54.802092168444176,44,76,100,3.41
maningrida,Australia,-9.033123151948558,134.36488292485956,66,96,16,1.78
laguna,Brazil,-32.334316295974546,-42.93234762029891,91,55,40,2.1
san ramon de la nueva oran,Argentina,-23.01921879084422,-64.14063019546491,79,28,10,2.5
puerto princesa,Philippines,9.548519843251583,118.75221696514586,78,88,20,2.1
ancud,Chile,-42.177978993965326,-103.09516394610431,53,62,75,6.2
budaun,India,28.0814841611231,79.21320170447859,74,58,0,1.35
ilula,"Tanzania, United Republic of",-7.848019751359587,36.09554742337485,59,85,0,2.61
sturgis,United States of America,44.36648284504548,-103.44885336602242,51,51,48,9.47
husavik,Iceland,73.76410073144211,-11.077543462051267,55,72,100,2.24
ust-maya,Russian Federation,60.12801316713961,133.9920893386764,25,69,95,2.96
sechura,Peru,-5.843271634609536,-81.08577685380132,64,82,42,6.86
keflavik,Iceland,64.18519002489765,-22.765559053084246,48,87,75,4.6
peleduy,Russian Federation,60.123305839109264,112.96375172274935,29,95,100,5.37
tessalit,Mali,21.48165615631632,4.240272063621262,93,18,96,2.13
gorontalo,Indonesia,0.24738855669487236,123.30305478125325,71,94,0,1.16
luau,Angola,-9.780470033075318,23.29351723943006,74,58,0,1.56
polyarnyy,Russian Federation,69.01796495484714,33.98234099864595,37,100,75,1.0
save,Benin,8.427362438394042,2.7455349389160517,75,91,21,1.09
sambava,Madagascar,-10.708420970026651,54.570877708444584,66,98,11,1.3
fort nelson,Canada,59.961422826627455,-123.57487159237532,59,44,75,2.1
khorixas,Namibia,-20.273634975370385,13.391756462800885,61,47,90,1.38
san francisco,Argentina,-29.56889474604953,-62.93428429818634,68,68,40,4.1
mareeba,Australia,-14.246517520306512,143.84924828819982,73,64,40,7.2
turayf,Saudi Arabia,32.3938927326393,37.724802040942166,68,34,0,1.0
muzhi,Russian Federation,65.08386295257006,66.08946826548765,32,75,30,5.61
baghdad,Iraq,32.232035298238486,44.58540777812007,78,39,0,1.0
harper,Liberia,0.9548338149040632,-7.981295189494688,95,30,40,2.02
kahului,United States of America,33.15188377434518,-147.70110288313714,86,58,20,5.1
forio,Italy,39.68266259489204,13.47648208450724,69,82,75,1.0
kjollefjord,Norway,70.51963687075414,27.473516437782536,42,75,75,4.1
esna,Egypt,24.731440375379364,32.743658742155986,49,83,100,5.12
damavand,Iran (Islamic Republic of),35.93163124526666,52.42384602544985,64,27,0,2.39
merrill,United States of America,46.5527188535377,-89.81508012400809,69,25,1,2.9
tortoli,Italy,39.7804292022613,9.94808039724552,66,55,40,5.1
port-gentil,Gabon,-4.24885130159177,2.8411766811316284,78,88,40,2.6
capalonga,Philippines,14.542039664354618,122.5537908680617,82,76,37,10.04
roald,Norway,75.17063362162361,0.0077579650872507955,39,47,0,0.5
drumheller,Canada,51.85431980262254,-112.67067716219746,64,44,28,3.32
ialibu,Papua New Guinea,-7.419145405966248,144.58360309105615,65,99,100,0.39
honningsvag,Norway,77.87871647943402,25.49799687675724,41,75,75,4.1
tymovskoye,Russian Federation,51.01238994211704,142.61697903343185,36,92,64,3.49
viamao,Brazil,-30.062923035082626,-50.9471399385242,64,72,75,4.6
marrakesh,Morocco,30.48632771186425,-6.9504139902071245,82,39,0,2.6
savelugu,Ghana,9.987421603063027,-0.9924786169690094,77,84,100,2.68
ekibastuz,Kazakhstan,52.055711523632056,75.16034672896131,53,62,26,2.73
arapiraca,Brazil,-9.792996423354282,-36.620453395988164,74,75,1,5.71
wadi maliz,Tunisia,36.259650410227465,8.09867663946136,69,77,20,1.0
shubarkuduk,Kazakhstan,49.04246411325249,55.059309703020034,51,28,0,4.89
yeppoon,Australia,-20.260655849515132,153.9984832375677,69,77,90,3.1
codrington,Antigua and Barbuda,21.96514025699213,-58.027258988168086,69,93,1,3.1
newport,United States of America,44.29147259078238,-125.30573215668832,66,72,90,4.6
vredendal,South Africa,-32.026096151001894,19.046968239133747,59,85,29,4.48
rudnogorsk,Russian Federation,59.29177515712209,104.41092714926157,28,93,100,1.62
tsiroanomandidy,Madagascar,-17.79197026894643,44.59323447925877,70,55,0,2.11
abaza,Russian Federation,52.40290119551608,89.91676534291804,43,89,0,0.55
artigas,Uruguay,-30.728569744867393,-56.18695513881059,63,64,38,2.53
smithers,Canada,57.463685150224336,-127.93447564278483,55,47,75,5.7
jawhar,Somalia,2.1773467447164876,47.51901622709971,74,88,15,0.6
mansa,Zambia,-11.620085077137745,28.269328257961888,78,88,40,2.1
nyborg,Denmark,55.49729022647543,10.864008143451258,39,86,0,5.7
auki,Solomon Islands,-4.647658314573505,162.66023740071074,77,74,86,2.29
kasongo-lunda,Congo (Democratic Republic of the),-5.425290784096092,17.223351464159776,69,90,76,0.7
mercedes,Argentina,-35.01498913480229,-59.35729728401749,66,46,0,0.89
northam,Australia,-32.391714628853364,117.83536080915013,53,66,0,6.7
abbeville,United States of America,28.64510410364423,-92.25206398530455,59,77,75,10.3
tara,Russian Federation,56.25042083743355,74.28911022916819,68,94,75,2.1
hasaki,Japan,28.33119183519952,151.5447987306215,64,88,75,4.1
portobelo,Panama,9.758304876889568,-79.37589570771226,80,83,40,2.1
tazovskiy,Russian Federation,71.76030910917046,75.23651973229653,34,80,17,9.82
la palma,Panama,5.932189601209444,-81.26394307972427,80,65,27,1.52
privas,France,44.80081479504662,4.492123273407941,62,67,75,9.8
kabardinka,Russian Federation,44.680409298861804,38.03921068481711,51,81,20,2.0
ust-omchug,Russian Federation,60.72328145549071,149.3352385614931,0,94,10,1.29
rockport,United States of America,26.755612751858237,-95.58252647167598,91,62,1,4.6
bolnisi,Georgia,41.299102905737016,44.530052861050365,60,72,40,15.9
omsukchan,Russian Federation,59.70106496515683,156.35432605114778,7,86,100,2.77
oktyabrskiy,Russian Federation,56.30141268606977,99.4505613372599,33,95,90,6.0
taoudenni,Mali,24.862055945682556,-7.362203168737977,87,8,0,3.7
somvarpet,India,12.566746254554943,75.90933437421509,70,98,34,0.47
shintomi,Japan,31.581012520418838,132.47605176402055,59,83,0,0.8
nyurba,Russian Federation,66.72476797185814,118.78519024097619,32,98,100,2.72
fukue,Japan,33.17184358170128,126.6659385761148,66,77,75,4.6
ayan,Russian Federation,56.31667138790601,139.40372670437336,46,58,0,3.65
carauari,Brazil,-5.032054687396538,-66.98360011622977,93,43,79,1.17
okha,Russian Federation,55.05193200064136,144.5186379038655,40,82,95,6.82
dera bugti,Pakistan,29.453359902702644,69.13456590637185,69,62,0,1.32
tanggul,Indonesia,-8.116625744850992,113.57304851411004,57,89,97,1.36
saint-francois,Guadeloupe,18.782446918159565,-53.916813838143895,86,66,40,4.6
sayyan,Yemen,15.668181209998068,45.16468997120603,70,63,82,1.16
mujiayingzi,China,44.81020268918647,116.62452500102597,38,56,0,3.4
rantepao,Indonesia,-2.4402577291240988,119.39540862357,57,97,1,1.05
faanui,French Polynesia,-10.848872739036423,-152.04643494039016,77,84,100,8.02
luganville,Vanuatu,-15.03372378123963,165.45112338536245,78,88,75,3.1
nuuk,Greenland,61.34349385820599,-54.15573119856096,35,82,0,2.6
tripoli,Libya,34.243685641894814,13.061415233396218,69,82,65,1.5
fortuna,United States of America,36.627020132511646,-137.07774926232293,82,46,1,5.1
zeya,Russian Federation,56.17018457707405,128.78392679248714,33,98,100,1.65
breves,Brazil,-1.1821320588308168,-50.39675956708601,86,57,94,1.15
matagalpa,Nicaragua,12.919896366483854,-85.73595433121581,77,83,75,1.41
bunbury,Australia,-33.57254456997289,115.67069529210954,53,100,90,1.5
gilbues,Brazil,-9.042571332549599,-45.41943216761041,89,29,94,1.44
surgut,Russian Federation,59.81497496408474,73.9707919006498,42,87,0,2.0
maralal,Kenya,1.6945289437893933,36.11135184856465,64,78,38,8.18
maniitsoq,Greenland,65.73736557583257,-51.76728585446668,35,72,0,4.72
graaff-reinet,South Africa,-32.79504630029394,24.547724746544134,59,76,67,6.87
touros,Brazil,0.21120553694937882,-33.33862953299544,77,78,20,5.1
saginaw,United States of America,43.46085810538085,-84.12038075290853,66,34,1,6.7
magadan,Russian Federation,56.5078107517225,150.2580637650729,28,62,24,5.53
foumban,Cameroon,5.656247059861215,11.176414750870123,63,93,100,1.75
arys,Kazakhstan,42.33380358803521,68.9912957957003,53,71,75,3.0
manzhouli,China,47.76433750751991,117.84339764415705,34,75,67,7.12
srandakan,Indonesia,-10.718053606789766,109.11153293997444,75,86,93,2.4
loukhi,Russian Federation,65.75494948810027,33.26660874015454,37,96,100,2.31
ngunguru,New Zealand,-33.67656991845854,176.23451071408113,64,83,100,0.89
yumen,China,36.634187886471864,94.0962066750588,47,33,16,5.39
calbuco,Chile,-41.98922782444225,-73.37547443142627,51,76,75,5.1
mayo,Canada,64.67697951015893,-136.09480901204523,32,33,40,1.13
goure,Niger,14.775118227565414,10.368526451899726,80,65,80,5.91
povenets,Russian Federation,63.116389722935395,35.03545119652469,26,95,19,0.95
manaus,Brazil,-1.6339164853284558,-59.71050878240206,86,70,40,1.0
giyani,South Africa,-22.62703532564666,31.92780281959344,73,33,0,0.07
ixtapa,Mexico,5.258581744418976,-107.81349000072767,89,74,75,5.1
yangjiang,China,21.105724499124264,112.06512992299196,71,93,100,2.31
lata,Solomon Islands,-7.215061598626946,165.48478641062275,34,75,100,1.2
wismar,Germany,53.905734075876694,11.556892834739983,39,86,0,1.0
milas,Turkey,37.354901473102075,27.969044438463897,59,87,0,1.5
shakiso,Ethiopia,4.791344409302312,39.99502348578426,53,98,92,0.61
biak,Indonesia,-2.086532507669176,137.80230496277346,62,97,98,1.84
tashtagol,Russian Federation,51.885816258599846,88.54020119083913,45,91,0,1.08
ararangua,Brazil,-28.871291725786257,-49.43860157489516,61,92,100,1.7
belebey,Russian Federation,54.163025261296724,54.01753037472551,50,42,100,3.99
komsomolskiy,Russian Federation,76.15444713743284,173.1728853370409,32,87,99,9.19
manakara,Madagascar,-22.15363589826032,48.07352304349493,68,92,0,2.07
wicklow,Ireland,52.72229335845927,-5.451048461465888,53,81,0,2.6
mamallapuram,India,12.595308469658661,80.29451247189348,82,83,20,2.1
kroya,Indonesia,-8.58000706437987,108.51562712571905,71,74,95,2.28
ornskoldsvik,Sweden,63.25680593817924,19.530886895959327,37,74,100,4.6
guarda,Portugal,40.80152379901551,-6.936000145316797,62,87,71,1.19
pozo colorado,Paraguay,-24.374053937383422,-60.82582171111818,73,60,96,1.35
bereznik,Russian Federation,63.455264118501475,42.456144664812,31,94,100,1.43
kuala lipis,Malaysia,4.308554601050588,101.85022728098204,70,97,17,0.46
tautira,French Polynesia,-16.41998080663042,-143.9667349785729,82,69,75,4.1
berlevag,Norway,84.44391643786079,32.43282530554251,42,75,75,4.1
maniwaki,Canada,46.58557981726514,-76.286603876568,55,94,100,4.46
iguape,Brazil,-25.902519110917197,-46.423756825531626,63,97,100,1.89
anloga,Ghana,5.148392571208049,1.5921166870131742,78,88,40,3.6
itupiranga,Brazil,-5.058812516381778,-50.5358929927996,89,55,75,5.7
emerald,Australia,-24.734137512640345,148.37412806551316,69,49,0,2.6
vidor,United States of America,30.21194312458637,-94.05268506960518,91,43,1,3.1
atambua,Indonesia,-7.910895554201659,127.94840465765589,76,74,0,3.38
tharad,India,24.197642863645427,71.53679216534607,78,64,26,4.14
lethem,Guyana,2.6591055607929235,-58.72217948445163,90,48,92,2.64
goldsboro,United States of America,35.13995035225905,-78.11687206564638,80,53,40,1.5
narsaq,Greenland,83.06399545111628,-65.65584711819133,42,59,0,0.5
mitu,Colombia,0.2967815131603828,-69.55755950296805,58,40,0,5.65
concordia,Colombia,9.86045640542146,-74.49713039839723,68,44,0,3.13
la tuque,Canada,47.417289631129904,-73.36379114083596,48,86,99,4.63
itarema,Brazil,3.208869442049604,-36.415275127753574,78,70,0,5.9
havelock,United States of America,33.42843078128969,-72.63064439461522,78,65,1,5.7
pedernales,Dominican Republic,17.486799225697425,-72.094079387671,73,83,61,6.19
dodola,Ethiopia,6.515913121407806,39.3144992112957,72,93,98,0.98
saint-pierre,Saint Pierre and Miquelon,38.418842855088,-55.303297915110846,53,81,0,6.2
dehloran,Iran (Islamic Republic of),32.49356677183205,46.556752710594566,67,26,91,0.76
fallon,United States of America,39.145441591837965,-116.9718327172109,60,36,20,10.3
alta floresta,Brazil,-11.94205780727205,-54.326829037294075,87,62,20,1.0
ebeltoft,Denmark,56.13468857757573,10.932192829681327,39,57,3,1.5
agadez,Niger,18.376108959646402,9.597486813753079,91,18,1,2.1
sabya,Saudi Arabia,17.490838293285634,41.17694479164709,87,62,0,3.1
axim,Ghana,0.831024891722052,-2.8719292944754784,77,88,4,3.6
gus-zheleznyy,Russian Federation,55.22329552432507,40.971928730966766,37,95,100,3.21
las vegas,United States of America,35.82778600069602,-104.72468298523654,84,10,1,4.1
tongliao,China,44.477078770428705,121.74597244924297,46,56,0,4.55
berezovyy,Russian Federation,51.667648510668585,135.96531437486476,36,85,100,1.76
fergus falls,United States of America,46.29519082612785,-95.62577579085591,60,47,75,8.7
itacare,Brazil,-14.463148040999698,-36.81746473104948,74,82,0,2.76
shenjiamen,China,29.40140611976298,124.41464733622013,69,70,98,1.55
soufriere,Saint Lucia,13.780224873195806,-61.1908934124817,86,74,20,7.7
sladkovo,Russian Federation,55.5614134951816,70.19741645012172,48,70,11,1.95
aksu,China,38.39577923375862,80.38752089175125,42,87,0,2.0
geraldton,Australia,-30.63504831284378,112.96944475974902,50,71,90,5.1
saraj,Macedonia (the former Yugoslav Republic of),41.833075058487964,21.266213699884588,53,58,75,4.6
porto novo,Cabo Verde,15.264175479696277,-31.722232384677966,69,73,75,3.1
marabba,Sudan,12.386980568238116,32.64184158112741,81,67,72,3.27
sisimiut,Greenland,65.80204272717609,-58.86598497581457,35,69,49,5.38
arinos,Brazil,-16.324165267747233,-45.57773646656602,82,34,100,2.18
kuching,Malaysia,4.4141700619445885,109.68943659888072,73,100,75,0.67
point pedro,Sri Lanka,9.961468068183422,80.342944950576,82,78,100,4.63
nenjiang,China,49.311495868715156,125.9303761314348,44,64,100,2.54
jose bonifacio,Brazil,-20.98953686183758,-49.67004617909217,82,54,0,3.6
rentina,Greece,39.03263541041011,21.85568837280954,66,77,40,1.5
cleveland,United States of America,34.92807097525642,-84.60861141191003,71,77,1,2.6
mgandu,"Tanzania, United Republic of",-6.699012726600131,33.5974505038113,65,59,10,4.55
gamboula,Central African Republic,3.908429473530177,14.989356207492648,69,96,100,0.06
hunchun,China,42.491838675824766,130.20944038622986,39,92,87,0.39
anisoc,Equatorial Guinea,1.941748870209608,10.715023187405365,69,99,89,0.84
nome,United States of America,72.78651328209347,-166.60534519184188,91,43,1,3.1
namwala,Zambia,-15.818691575605698,26.083015942326597,69,34,2,1.31
pahrump,United States of America,37.849841392710275,-117.18207250842384,87,9,1,6.2
raymondville,United States of America,26.83110454559815,-97.80284106549044,60,82,90,3.1
tecoanapa,Mexico,6.779707868646582,-101.76989508997282,86,74,20,3.1
corpus christi,United States of America,27.091279760733457,-97.20819690293973,95,62,1,4.6
naron,Spain,46.52610506786067,-8.67826668610968,62,87,0,1.0
nizwa,Oman,23.001714969625922,57.03136344018654,74,62,88,1.16
sistranda,Norway,67.72656050492785,8.298330510607315,46,86,75,1.0
jining,China,41.840010395571,112.69290098781636,53,85,68,0.87
bima,Indonesia,-6.778498076782014,118.23915707375664,66,94,14,0.35
matagami,Canada,54.894127399330245,-76.53235490447955,70,91,100,1.62
vao,New Caledonia,-24.428878369973702,171.56370688664407,38,81,100,1.35
pombas,Cabo Verde,18.205960621504303,-24.242751838404075,78,65,52,3.85
san luis,Argentina,-33.69374244284679,-67.14053776902495,80,17,0,7.67
wladyslawowo,Poland,55.180154820852636,18.610752149753296,41,93,0,2.1
varena,Lithuania,54.37455709744529,24.62107734301378,33,88,0,0.5
waipawa,New Zealand,-47.28504545798705,179.69317120877497,57,67,0,2.24
ponta delgada,Portugal,28.81200229179052,-27.755459535714067,73,94,75,5.7
ruthin,United Kingdom of Great Britain and Northern Ireland,52.927528762097154,-3.3731987026108072,53,87,83,2.1
bend,United States of America,42.93106664014471,-120.05075140265237,69,20,1,4.1
monduli,"Tanzania, United Republic of",-2.9571618757752134,36.152794745773065,70,67,13,3.73
pemba,Mozambique,-12.630296650901215,40.277060401401,78,88,20,3.6
cleethorpes,United Kingdom of Great Britain and Northern Ireland,53.79459427253448,0.623268858206302,53,93,77,3.6
bud,Norway,71.04472124665,3.6339535750487073,39,80,0,3.1
gobabis,Namibia,-21.448625048336197,18.33287521014148,77,31,54,2.1
kurumkan,Russian Federation,54.848633075041846,111.28218528297788,16,95,91,1.64
humberto de campos,Brazil,0.1259050677030018,-42.606584653838325,79,78,26,3.49
caravelas,Brazil,-20.349093036455855,-27.47710691600065,75,80,0,5.34
spearfish,United States of America,44.2366048685401,-103.9100860950463,62,28,1,8.7
hambantota,Sri Lanka,-0.08681420572401066,87.04620659143211,80,80,100,4.88
spirit river,Canada,55.79262697978979,-119.1597444931169,55,37,90,10.3
high rock,Bahamas,28.60708952185017,-77.75569350974534,77,94,75,3.6
grand-lahou,Côte d'Ivoire,5.336444066247225,-5.305368184872975,73,96,7,1.29
wewak,Papua New Guinea,-1.8625260920803015,144.57940497838325,75,89,99,2.0
antalaha,Madagascar,-13.48497675155157,55.98838646479709,64,98,44,1.16
kieta,Papua New Guinea,2.2449274297818818,161.52763999781837,80,75,94,2.32
hay river,Canada,61.2666325194395,-117.06808685413236,48,76,75,4.6
aligudarz,Iran (Islamic Republic of),33.34828437993467,49.85503846444462,50,38,0,1.54
kurchum,Kazakhstan,47.56147566376839,83.14142862264299,53,45,0,2.28
sorland,Norway,70.33659356882839,10.227887550496916,45,76,100,6.1
cap malheureux,Mauritius,-15.049721508625979,56.47039006315342,73,78,20,5.7
jati,Pakistan,24.10236447666169,68.21653691298289,79,75,45,2.11
parakai,New Zealand,-36.48685660296252,174.37500352115717,60,82,87,6.2
buin,Papua New Guinea,-7.336237533313536,154.16829368936192,77,17,0,3.1
bilma,Niger,17.428824696204288,10.688644795821887,86,41,39,4.79
valentin gomez farias,Mexico,27.94180955033862,-106.83502461692296,78,25,40,4.1
saint-malo,France,48.94619079215798,-2.0449986322768723,57,71,75,5.1
san sebastian,Colombia,9.27358598607492,-74.47429961850165,86,70,75,3.1
gouyave,Grenada,12.33096155142276,-62.93096499559847,86,74,20,5.7
nakhon thai,Thailand,17.448011932445567,100.77178553014141,70,89,0,1.42
clinton,United States of America,34.4038721407739,-81.90165524395591,69,77,75,4.6
rangpur,Bangladesh,25.663675706377987,89.45602152691873,77,81,99,1.47
belmonte,Brazil,-17.031136363576678,-29.980168107038082,62,88,71,1.19
centralia,United States of America,46.74392603969636,-123.05871039130565,64,59,1,2.1
jiuquan,China,39.214287690122035,98.44609883751554,46,54,0,2.74
kangaatsiaq,Greenland,69.74389700407121,-54.39889145582909,34,87,100,8.02
vestmanna,Faroe Islands,68.92198928371081,-8.57712026971609,51,81,100,13.4
le lorrain,Martinique,14.873769408858223,-61.02644702777887,86,74,75,5.1
douglas,United States of America,32.03768164760157,-109.71219315693648,48,81,90,4.6
te anau,New Zealand,-44.19266915839608,165.13462000685092,45,77,100,3.81
russell,New Zealand,-34.05895202545419,174.60529101787756,64,42,75,6.2
portoferraio,Italy,42.16803779312505,10.431786549662121,66,88,20,1.0
figeac,France,44.4922363696671,2.030024716550514,51,100,90,7.2
ikalamavony,Madagascar,-21.227900740821184,46.7989462625647,65,66,0,3.88
mahon,Spain,39.88006258986357,6.108046114260048,53,100,75,6.2
durban,South Africa,-30.195539226536532,31.957083901878974,51,50,89,8.61
shebunino,Russian Federation,46.326209788809365,140.73832727653172,33,97,90,4.0
senanga,Zambia,-16.228880123202103,23.82282610626578,74,35,36,0.95
askino,Russian Federation,56.061009088067664,56.564272974858255,45,69,100,2.71
iralaya,Honduras,16.68627753947075,-81.90707912223027,88,61,58,3.0
orotukan,Russian Federation,62.07762080458406,152.34495807702967,4,91,0,1.83
petukhovo,Russian Federation,54.475186947815104,68.10497681350688,50,65,0,2.14
xichang,China,27.134414630895307,102.79377856482,50,96,24,0.86
jieshou,China,33.454905011867226,115.66273862566447,51,91,100,2.6
maldonado,Uruguay,-35.181414004912455,-55.15070008814121,59,72,20,2.6
lappeenranta,Finland,61.67422895841062,27.990915872647747,37,100,90,1.49
zhezkazgan,Kazakhstan,47.86595609330237,69.58784495734685,51,24,0,3.52
sangar,Russian Federation,64.27241053645662,126.83541985052835,28,62,98,5.3
yawata,Japan,34.89619674590969,135.74088259095078,64,82,40,3.1
yarmouth,Canada,40.725570050634275,-66.78261995261262,55,71,75,5.1
sandwick,United Kingdom of Great Britain and Northern Ireland,59.7104039008249,-1.3934260893843486,55,100,100,6.2
kholodnyy,Russian Federation,60.83080226818137,147.23565608698107,-2,91,0,1.45
iquique,Chile,-20.471041805909692,-73.2546955229618,60,67,75,6.7
beibei,China,30.360445046936334,106.87161952202734,68,100,90,2.0
port moresby,Papua New Guinea,-9.699314663924213,147.17223907537306,77,94,90,1.5
marawi,Sudan,18.824627749211288,31.311540346800143,69,92,31,1.15
kaya,Burkina Faso,13.454103795274392,-1.1029535064142522,82,55,94,4.13
pimenta bueno,Brazil,-12.22061282688908,-61.364026807453385,82,70,68,2.54
puerto narino,Colombia,-3.792584899773516,-70.70075765178737,91,59,40,2.1
